Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Figure,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,panel,Platform,ReleaseDate,replicate,Sample Name,sample_type,section,SRA Study,strain,Also_present_in
SRR19211812,AMPLICON,246,149391557,PRJNA838025,SAMN28402527,"Microbe\, viral or environmental",90321224,GLADSTONE INSTITUTES,2021-12,48+48hr,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX15275721,5,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_27_07,SINGLE,PCR,GENOMIC,Escherichia coli,d,ILLUMINA,2022-07-31T00:00:00Z,1,Main_5_d_48+48hr_rep1,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211813,AMPLICON,246,197344161,PRJNA838025,SAMN28402526,"Microbe\, viral or environmental",119153055,GLADSTONE INSTITUTES,2021-12,12+12hr,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275720,5,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_27_06,SINGLE,PCR,GENOMIC,Escherichia coli,d,ILLUMINA,2022-07-31T00:00:00Z,3,Main_5_d_12+12hr_rep3,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211814,AMPLICON,246,140378246,PRJNA838025,SAMN28402525,"Microbe\, viral or environmental",83138499,GLADSTONE INSTITUTES,2021-12,12+12hr,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15275719,5,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_27_05,SINGLE,PCR,GENOMIC,Escherichia coli,d,ILLUMINA,2022-07-31T00:00:00Z,2,Main_5_d_12+12hr_rep2,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211815,AMPLICON,246,189187503,PRJNA838025,SAMN28402524,"Microbe\, viral or environmental",115260566,GLADSTONE INSTITUTES,2021-12,12+12hr,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX15275718,5,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_27_04,SINGLE,PCR,GENOMIC,Escherichia coli,d,ILLUMINA,2022-07-31T00:00:00Z,1,Main_5_d_12+12hr_rep1,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211817,AMPLICON,246,23490626,PRJNA838025,SAMN28402289,"Microbe\, viral or environmental",12188934,GLADSTONE INSTITUTES,2020-06/2020-07,part_1_hr1.5,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX15275716,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_01,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_1_hr1.5_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211818,AMPLICON,246,167851750,PRJNA838025,SAMN28402522,"Microbe\, viral or environmental",101831270,GLADSTONE INSTITUTES,2021-12,6+6hr,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275715,5,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_27_02,SINGLE,PCR,GENOMIC,Escherichia coli,d,ILLUMINA,2022-07-31T00:00:00Z,2,Main_5_d_6+6hr_rep2,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211819,AMPLICON,246,185081849,PRJNA838025,SAMN28402521,"Microbe\, viral or environmental",112003436,GLADSTONE INSTITUTES,2021-12,6+6hr,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275714,5,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_27_01,SINGLE,PCR,GENOMIC,Escherichia coli,d,ILLUMINA,2022-07-31T00:00:00Z,1,Main_5_d_6+6hr_rep1,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211820,AMPLICON,246,16177463,PRJNA838025,SAMN28402520,"Microbe\, viral or environmental",8353401,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR2,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275713,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_60,SINGLE,PCR,GENOMIC,Escherichia coli,ghji,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_ghji_BA_24hr_PCR2_rep6,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211821,AMPLICON,246,20806325,PRJNA838025,SAMN28402519,"Microbe\, viral or environmental",10893932,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR1,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275712,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_56,SINGLE,PCR,GENOMIC,Escherichia coli,ghji,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_ghji_BA_24hr_PCR1_rep6,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211823,AMPLICON,241,34429368,PRJNA838025,SAMN28402517,"Microbe\, viral or environmental",19066605,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR1,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX15275710,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_117,SINGLE,PCR,GENOMIC,Escherichia coli,ghji,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_ghji_BA_24hr_PCR1_rep5,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211824,AMPLICON,241,38173237,PRJNA838025,SAMN28402516,"Microbe\, viral or environmental",21182416,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR2,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX15275709,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_113,SINGLE,PCR,GENOMIC,Escherichia coli,ghji,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_ghji_BA_24hr_PCR2_rep4,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211825,AMPLICON,241,46617369,PRJNA838025,SAMN28402515,"Microbe\, viral or environmental",25216832,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR1,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275708,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_109,SINGLE,PCR,GENOMIC,Escherichia coli,ghji,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_ghji_BA_24hr_PCR1_rep4,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211826,AMPLICON,241,41564703,PRJNA838025,SAMN28402514,"Microbe\, viral or environmental",23351819,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR2,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX15275707,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_188,SINGLE,PCR,GENOMIC,Escherichia coli,ghji,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_ghji_BA_24hr_PCR2_rep2,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211827,AMPLICON,241,44446718,PRJNA838025,SAMN28402513,"Microbe\, viral or environmental",24650194,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR1,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX15275706,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_184,SINGLE,PCR,GENOMIC,Escherichia coli,ghji,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_ghji_BA_24hr_PCR1_rep2,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211828,AMPLICON,246,28392105,PRJNA838025,SAMN28402288,"Microbe\, viral or environmental",17763348,GLADSTONE INSTITUTES,2019-12/2020-02,part_1_hr24,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15275705,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_4_14,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_1_hr24_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211829,AMPLICON,246,41411530,PRJNA838025,SAMN28402512,"Microbe\, viral or environmental",23270673,GLADSTONE INSTITUTES,2021-05,BA_PCR5,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX15275704,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_18_176,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_m_BA_PCR5_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghji_BA_48hr_PCR5_rep6||ED_6d_PCR5_rep6
SRR19211832,AMPLICON,246,19602203,PRJNA838025,SAMN28402509,"Microbe\, viral or environmental",10223821,GLADSTONE INSTITUTES,2021-05,BA_PCR2,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275701,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_24,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_m_BA_PCR2_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghji_BA_48hr_PCR2_rep6||ED_6d_PCR3_rep6
SRR19211833,AMPLICON,246,13094177,PRJNA838025,SAMN28402508,"Microbe\, viral or environmental",6958609,GLADSTONE INSTITUTES,2021-05,BA_PCR1,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX15275700,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_12,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_m_BA_PCR1_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghji_BA_48hr_PCR1_rep6||ED_6d_PCR2_rep6
SRR19211834,AMPLICON,246,62153895,PRJNA838025,SAMN28402507,"Microbe\, viral or environmental",34513002,GLADSTONE INSTITUTES,2021-05,BA_PCR5,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275699,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_18_172,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_m_BA_PCR5_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghji_BA_48hr_PCR5_rep5||ED_6d_PCR1_rep6
SRR19211835,AMPLICON,246,19609819,PRJNA838025,SAMN28402506,"Microbe\, viral or environmental",10399075,GLADSTONE INSTITUTES,2021-05,BA_PCR4,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX15275698,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_44,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_m_BA_PCR4_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghji_BA_48hr_PCR4_rep5||ED_6d_PCR5_rep5
SRR19211836,AMPLICON,246,20285533,PRJNA838025,SAMN28402505,"Microbe\, viral or environmental",10848464,GLADSTONE INSTITUTES,2021-05,BA_PCR3,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX15275697,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_32,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_m_BA_PCR3_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghji_BA_48hr_PCR3_rep5||ED_6d_PCR4_rep5
SRR19211837,AMPLICON,246,37999471,PRJNA838025,SAMN28402389,"Microbe\, viral or environmental",23531955,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR3,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275696,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_29,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_l_AB_PCR3_rep2,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR3_rep2||Main_5d_24+24hr_PCR3_rep2||ED_6a_PCR3_rep2
SRR19211838,AMPLICON,246,122175893,PRJNA838025,SAMN28402388,"Microbe\, viral or environmental",74518461,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR2,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX15275695,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_17,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_l_AB_PCR2_rep2,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR2_rep2||Main_5d_24+24hr_PCR2_rep2||ED_6a_PCR2_rep2
SRR19211839,AMPLICON,246,58874240,PRJNA838025,SAMN28402387,"Microbe\, viral or environmental",35724520,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR1,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX15275694,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_05,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_l_AB_PCR1_rep2,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR1_rep2||Main_5d_24+24hr_PCR1_rep2||ED_6a_PCR1_rep2
SRR19211840,AMPLICON,246,92372012,PRJNA838025,SAMN28402386,"Microbe\, viral or environmental",57947033,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR4,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX15275693,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_37,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,1,Main_4_l_AB_PCR4_rep1,Cell Culture,Main,SRP375182,bSLS.114,Main_5d_24+24hr_PCR4_rep1||ED_6a_PCR4_rep1
SRR19211841,AMPLICON,246,71283335,PRJNA838025,SAMN28402385,"Microbe\, viral or environmental",43124168,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR3,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX15275692,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_25,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,1,Main_4_l_AB_PCR3_rep1,Cell Culture,Main,SRP375182,bSLS.114,Main_5d_24+24hr_PCR3_rep1||ED_6a_PCR3_rep1
SRR19211842,AMPLICON,246,77046054,PRJNA838025,SAMN28402384,"Microbe\, viral or environmental",48296755,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR2,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX15275691,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_13,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,1,Main_4_l_AB_PCR2_rep1,Cell Culture,Main,SRP375182,bSLS.114,Main_5d_24+24hr_PCR2_rep1||ED_6a_PCR2_rep1
SRR19211844,AMPLICON,246,72915832,PRJNA838025,SAMN28402275,"Microbe\, viral or environmental",39560277,GLADSTONE INSTITUTES,2017-07/2017-08,v35-RT,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15275689,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS54_S24,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_e_v35-RT_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211845,AMPLICON,246,18539636,PRJNA838025,SAMN28402382,"Microbe\, viral or environmental",9352624,GLADSTONE INSTITUTES,2020-08/2020-10,retron_Eco4-RT,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX15275688,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_9_06,SINGLE,PCR,GENOMIC,Escherichia coli,i,ILLUMINA,2022-07-31T00:00:00Z,3,Main_3_i_retron_Eco4-RT_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211847,AMPLICON,246,15089024,PRJNA838025,SAMN28402380,"Microbe\, viral or environmental",7670631,GLADSTONE INSTITUTES,2020-08/2020-10,retron_Eco4-RT,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX15275686,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_9_04,SINGLE,PCR,GENOMIC,Escherichia coli,i,ILLUMINA,2022-07-31T00:00:00Z,1,Main_3_i_retron_Eco4-RT_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211849,AMPLICON,246,18254300,PRJNA838025,SAMN28402378,"Microbe\, viral or environmental",9181913,GLADSTONE INSTITUTES,2020-08/2020-10,oligo_Eco4_cleaved,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX15275684,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_9_27,SINGLE,PCR,GENOMIC,Escherichia coli,g,ILLUMINA,2022-07-31T00:00:00Z,2,Main_3_g_oligo_Eco4_cleaved_rep2,Cell Culture,Main,SRP375182,BL21-AI,ED_3c_oligo_Eco4_cleaved_Eco4_rep2
SRR19211850,AMPLICON,246,16930074,PRJNA838025,SAMN28402377,"Microbe\, viral or environmental",8549152,GLADSTONE INSTITUTES,2020-08/2020-10,oligo_Eco4_cleaved,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX15275683,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_9_26,SINGLE,PCR,GENOMIC,Escherichia coli,g,ILLUMINA,2022-07-31T00:00:00Z,1,Main_3_g_oligo_Eco4_cleaved_rep1,Cell Culture,Main,SRP375182,BL21-AI,ED_3c_oligo_Eco4_cleaved_Eco4_rep1
SRR19211851,AMPLICON,246,8972651,PRJNA838025,SAMN28402376,"Microbe\, viral or environmental",4553504,GLADSTONE INSTITUTES,2020-05/2020-06,retron_Eco4,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275682,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_54,SINGLE,PCR,GENOMIC,Escherichia coli,g,ILLUMINA,2022-07-31T00:00:00Z,3,Main_3_g_retron_Eco4_rep3,Cell Culture,Main,SRP375182,BL21-AI,Main_3i_retron_Eco4_rep3||ED_3c_retron_Eco4_rep3
SRR19211853,AMPLICON,246,23368466,PRJNA838025,SAMN28402374,"Microbe\, viral or environmental",14534878,GLADSTONE INSTITUTES,2019-12/2020-02,retron_Eco4,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX15275680,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_4_15,SINGLE,PCR,GENOMIC,Escherichia coli,g,ILLUMINA,2022-07-31T00:00:00Z,1,Main_3_g_retron_Eco4_rep1,Cell Culture,Main,SRP375182,BL21-AI,Main_3i_retron_Eco4_rep1||ED_3c_retron_Eco4_rep1
SRR19211854,AMPLICON,246,15572897,PRJNA838025,SAMN28402373,"Microbe\, viral or environmental",8317126,GLADSTONE INSTITUTES,2017-05/2017-06,retron_v32-DBR1,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX15275679,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS50_S14,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,3,Main_3_e_retron_v32-DBR1_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211855,AMPLICON,246,59879792,PRJNA838025,SAMN28402274,"Microbe\, viral or environmental",32466383,GLADSTONE INSTITUTES,2017-07/2017-08,v35-RT,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275678,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS54_S23,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_e_v35-RT_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211856,AMPLICON,246,138303198,PRJNA838025,SAMN28402372,"Microbe\, viral or environmental",87421224,GLADSTONE INSTITUTES,2017-04/2017-05,retron_v32-DBR1,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275677,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS49_S28,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,2,Main_3_e_retron_v32-DBR1_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211857,AMPLICON,246,16612435,PRJNA838025,SAMN28402371,"Microbe\, viral or environmental",10720846,GLADSTONE INSTITUTES,2017-04/2017-05,retron_v32-DBR1,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX15275676,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS49_S27,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,1,Main_3_e_retron_v32-DBR1_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211858,AMPLICON,246,16567354,PRJNA838025,SAMN28402370,"Microbe\, viral or environmental",8925826,GLADSTONE INSTITUTES,2017-05/2017-06,retron_v32+DBR1,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15275675,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS50_S15,SINGLE,PCR,GENOMIC,Escherichia coli,d,ILLUMINA,2022-07-31T00:00:00Z,2,Main_3_d_retron_v32+DBR1_rep2,Cell Culture,Main,SRP375182,BL21-AI,Main_3e_retron_v32+DBR1_rep2
SRR19211859,AMPLICON,246,12898224,PRJNA838025,SAMN28402369,"Microbe\, viral or environmental",8276197,GLADSTONE INSTITUTES,2017-04/2017-05,retron_v32+DBR1,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX15275674,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS49_S26,SINGLE,PCR,GENOMIC,Escherichia coli,d,ILLUMINA,2022-07-31T00:00:00Z,1,Main_3_d_retron_v32+DBR1_rep1,Cell Culture,Main,SRP375182,BL21-AI,Main_3e_retron_v32+DBR1_rep1
SRR19211860,AMPLICON,246,72083510,PRJNA838025,SAMN28402368,"Microbe\, viral or environmental",36522157,GLADSTONE INSTITUTES,2017-06/2017-07,oligo_v32,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275673,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS53_S17,SINGLE,PCR,GENOMIC,Escherichia coli,b,ILLUMINA,2022-07-31T00:00:00Z,5,Main_3_b_oligo_v32_rep5,Cell Culture,Main,SRP375182,BL21-AI,Main_3e_oligo_v32_rep5
SRR19211861,AMPLICON,246,52978971,PRJNA838025,SAMN28402367,"Microbe\, viral or environmental",26794668,GLADSTONE INSTITUTES,2017-06/2017-07,oligo_v32,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX15275672,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS53_S16,SINGLE,PCR,GENOMIC,Escherichia coli,b,ILLUMINA,2022-07-31T00:00:00Z,4,Main_3_b_oligo_v32_rep4,Cell Culture,Main,SRP375182,BL21-AI,Main_3e_oligo_v32_rep4
SRR19211863,AMPLICON,246,15965723,PRJNA838025,SAMN28402365,"Microbe\, viral or environmental",10278900,GLADSTONE INSTITUTES,2017-04/2017-05,oligo_v32,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15275670,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS49_S25,SINGLE,PCR,GENOMIC,Escherichia coli,b,ILLUMINA,2022-07-31T00:00:00Z,2,Main_3_b_oligo_v32_rep2,Cell Culture,Main,SRP375182,BL21-AI,Main_3e_oligo_v32_rep2
SRR19211865,AMPLICON,246,8163186,PRJNA838025,SAMN28402363,"Microbe\, viral or environmental",4143603,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB8,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275668,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_31,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,3,Main_2_bcd_v35_bcB8_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211867,AMPLICON,246,55001173,PRJNA838025,SAMN28402264,"Microbe\, viral or environmental",30070023,GLADSTONE INSTITUTES,2017-07/2017-08,v32+RT,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275666,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS54_S13,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_e_v32+RT_rep2,Cell Culture,Main,SRP375182,BL21-AI,Main_3b_retron_v32_rep2
SRR19211868,AMPLICON,246,164816735,PRJNA838025,SAMN28402263,"Microbe\, viral or environmental",92765157,GLADSTONE INSTITUTES,2017-01/2017-04,v32+RT,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275665,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS48_S6,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_e_v32+RT_rep1,Cell Culture,Main,SRP375182,BL21-AI,Main_3b_retron_v32_rep1
SRR19211573,AMPLICON,246,39560584,PRJNA838025,SAMN28402545,"Microbe\, viral or environmental",19626428,GLADSTONE INSTITUTES,2022-01/2022-02,day9_PCR4,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275960,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_28,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,1,ED_7_abcd_day9_PCR4_rep1,Cell Culture,ED,SRP375182,bSLS.114,
